APMC,Commodity,Year,Month,arrivals_in_qtl,min_price,max_price,modal_price,date,district_name,state_name,commodity_clean,apmc_clean,district_clean,arrival_month,flag_min_gt_max,flag_non_positive_price,flag_modal_out_of_range,is_valid_price,crop_season,msp_price,is_below_msp,price_gap_vs_msp,price_gap_pct_vs_msp
Chandur Bajar,Sorgum(Jawar),2016,March,77,1280,1472,1392,2016-03,Amaravathi,Maharashtra,SORGUM(JAWAR),Chandur Bajar,Amaravathi,2016-03-01,False,False,False,True,Kharif Crops,1650.0,True,-258.0,-15.636363636363637
Chandur Bajar,Pigeon Pea (Tur),2015,March,5812,4843,5997,5570,2015-03,Amaravathi,Maharashtra,PIGEON PEA (TUR),Chandur Bajar,Amaravathi,2015-03-01,False,False,False,True,Kharif Crops,4425.0,False,1145.0,25.875706214689266
Chandur Bajar,Pigeon Pea (Tur),2016,March,4384,7729,8284,8057,2016-03,Amaravathi,Maharashtra,PIGEON PEA (TUR),Chandur Bajar,Amaravathi,2016-03-01,False,False,False,True,Kharif Crops,4625.0,False,3432.0,74.2054054054054
Chandur Rly.,Wheat(Husked),2016,March,236,1457,1493,1493,2016-03,Amaravathi,Maharashtra,WHEAT(HUSKED),Chandur Rly.,Amaravathi,2016-03-01,False,False,False,True,Rabi Crops,,False,,
Chandur Rly.,Pigeon Pea (Tur),2015,March,2881,5578,6140,5859,2015-03,Amaravathi,Maharashtra,PIGEON PEA (TUR),Chandur Rly.,Amaravathi,2015-03-01,False,False,False,True,Kharif Crops,4425.0,False,1434.0,32.40677966101695
Chandur Rly.,Pigeon Pea (Tur),2016,March,1928,7624,8231,8023,2016-03,Amaravathi,Maharashtra,PIGEON PEA (TUR),Chandur Rly.,Amaravathi,2016-03-01,False,False,False,True,Kharif Crops,4625.0,False,3398.0,73.47027027027026
Daryapur,Sorgum(Jawar),2016,March,17,1303,1310,1307,2016-03,Amaravathi,Maharashtra,SORGUM(JAWAR),Daryapur,Amaravathi,2016-03-01,False,False,False,True,Kharif Crops,1650.0,True,-343.0,-20.78787878787879
Daryapur,Pigeon Pea (Tur),2016,March,12914,7154,8302,8113,2016-03,Amaravathi,Maharashtra,PIGEON PEA (TUR),Daryapur,Amaravathi,2016-03-01,False,False,False,True,Kharif Crops,4625.0,False,3488.0,75.41621621621621
Daryapur,Safflower,2016,March,9,2100,2100,2100,2016-03,Amaravathi,Maharashtra,SAFFLOWER,Daryapur,Amaravathi,2016-03-01,False,False,False,True,Rabi Crops,,False,,
Dhamangaon-Rly,Cotton,2015,March,3500,3893,3981,3939,2015-03,Amaravathi,Maharashtra,COTTON,Dhamangaon-Rly,Amaravathi,2015-03-01,False,False,False,True,Kharif Crops,3800.0,False,139.0,3.6578947368421053
Dhamangaon-Rly,Cotton,2016,March,5210,4311,4492,4383,2016-03,Amaravathi,Maharashtra,COTTON,Dhamangaon-Rly,Amaravathi,2016-03-01,False,False,False,True,Kharif Crops,3860.0,False,523.0,13.54922279792746
Dhamangaon-Rly,Wheat(Husked),2015,March,13100,1200,1418,1286,2015-03,Amaravathi,Maharashtra,WHEAT(HUSKED),Dhamangaon-Rly,Amaravathi,2015-03-01,False,False,False,True,Rabi Crops,1525.0,True,-239.0,-15.672131147540982
Dhamangaon-Rly,Wheat(Husked),2016,March,26000,1422,1571,1477,2016-03,Amaravathi,Maharashtra,WHEAT(HUSKED),Dhamangaon-Rly,Amaravathi,2016-03-01,False,False,False,True,Rabi Crops,,False,,
Dhamangaon-Rly,Pigeon Pea (Tur),2015,March,6975,5393,6133,5793,2015-03,Amaravathi,Maharashtra,PIGEON PEA (TUR),Dhamangaon-Rly,Amaravathi,2015-03-01,False,False,False,True,Kharif Crops,4425.0,False,1368.0,30.91525423728814
Dhamangaon-Rly,Pigeon Pea (Tur),2016,March,10375,7438,8167,7823,2016-03,Amaravathi,Maharashtra,PIGEON PEA (TUR),Dhamangaon-Rly,Amaravathi,2016-03-01,False,False,False,True,Kharif Crops,4625.0,False,3198.0,69.14594594594594
Dharni,Wheat(Husked),2016,March,1070,1400,1500,1450,2016-03,Amaravathi,Maharashtra,WHEAT(HUSKED),Dharni,Amaravathi,2016-03-01,False,False,False,True,Rabi Crops,,False,,
Dharni,Sorgum(Jawar),2016,March,480,1275,1375,1325,2016-03,Amaravathi,Maharashtra,SORGUM(JAWAR),Dharni,Amaravathi,2016-03-01,False,False,False,True,Kharif Crops,1650.0,True,-325.0,-19.696969696969695
Dharni,Maize,2016,March,1580,1230,1330,1280,2016-03,Amaravathi,Maharashtra,MAIZE,Dharni,Amaravathi,2016-03-01,False,False,False,True,Kharif Crops,1365.0,True,-85.0,-6.227106227106227
Morshi,Wheat(Husked),2015,March,1350,1506,1625,1566,2015-03,Amaravathi,Maharashtra,WHEAT(HUSKED),Morshi,Amaravathi,2015-03-01,False,False,False,True,Rabi Crops,1525.0,False,41.0,2.6885245901639343
Morshi,Wheat(Husked),2016,March,814,1600,1713,1652,2016-03,Amaravathi,Maharashtra,WHEAT(HUSKED),Morshi,Amaravathi,2016-03-01,False,False,False,True,Rabi Crops,,False,,
Morshi,Sorgum(Jawar),2015,March,950,1344,1469,1407,2015-03,Amaravathi,Maharashtra,SORGUM(JAWAR),Morshi,Amaravathi,2015-03-01,False,False,False,True,Kharif Crops,1590.0,True,-183.0,-11.50943396226415
Morshi,Sorgum(Jawar),2016,March,497,1306,1418,1337,2016-03,Amaravathi,Maharashtra,SORGUM(JAWAR),Morshi,Amaravathi,2016-03-01,False,False,False,True,Kharif Crops,1650.0,True,-313.0,-18.96969696969697
Morshi,Pigeon Pea (Tur),2015,March,7263,5438,5963,5701,2015-03,Amaravathi,Maharashtra,PIGEON PEA (TUR),Morshi,Amaravathi,2015-03-01,False,False,False,True,Kharif Crops,4425.0,False,1276.0,28.836158192090394
Morshi,Pigeon Pea (Tur),2016,March,7696,7508,8187,7874,2016-03,Amaravathi,Maharashtra,PIGEON PEA (TUR),Morshi,Amaravathi,2016-03-01,False,False,False,True,Kharif Crops,4625.0,False,3249.0,70.24864864864865
Nandgaon Khandeshwar,Wheat(Husked),2016,March,25,1250,1404,1327,2016-03,Amaravathi,Maharashtra,WHEAT(HUSKED),Nandgaon Khandeshwar,Amaravathi,2016-03-01,False,False,False,True,Rabi Crops,,False,,
Nandgaon Khandeshwar,Pigeon Pea (Tur),2015,March,1593,5750,6088,5919,2015-03,Amaravathi,Maharashtra,PIGEON PEA (TUR),Nandgaon Khandeshwar,Amaravathi,2015-03-01,False,False,False,True,Kharif Crops,4425.0,False,1494.0,33.76271186440678
Nandgaon Khandeshwar,Pigeon Pea (Tur),2016,March,459,6888,7888,7388,2016-03,Amaravathi,Maharashtra,PIGEON PEA (TUR),Nandgaon Khandeshwar,Amaravathi,2016-03-01,False,False,False,True,Kharif Crops,4625.0,False,2763.0,59.74054054054054
Varud,Cotton,2015,March,8796,3800,3870,3838,2015-03,Amaravathi,Maharashtra,COTTON,Varud,Amaravathi,2015-03-01,False,False,False,True,Kharif Crops,3800.0,False,38.0,1.0
Varud,Cotton,2016,March,16214,4177,4538,4346,2016-03,Amaravathi,Maharashtra,COTTON,Varud,Amaravathi,2016-03-01,False,False,False,True,Kharif Crops,3860.0,False,486.0,12.590673575129532
Varud,Sorgum(Jawar),2015,March,923,1530,1530,1530,2015-03,Amaravathi,Maharashtra,SORGUM(JAWAR),Varud,Amaravathi,2015-03-01,False,False,False,True,Kharif Crops,1590.0,True,-60.0,-3.7735849056603774
Varud,Maize,2015,March,28,1310,1310,1310,2015-03,Amaravathi,Maharashtra,MAIZE,Varud,Amaravathi,2015-03-01,False,False,False,True,Kharif Crops,1325.0,True,-15.0,-1.1320754716981132
Varud-Rajura Bazar,Wheat(Husked),2016,March,5,1400,1400,1400,2016-03,Amaravathi,Maharashtra,WHEAT(HUSKED),Varud-Rajura Bazar,Amaravathi,2016-03-01,False,False,False,True,Rabi Crops,,False,,
Varud-Rajura Bazar,Sorgum(Jawar),2015,March,17,1301,1313,1306,2015-03,Amaravathi,Maharashtra,SORGUM(JAWAR),Varud-Rajura Bazar,Amaravathi,2015-03-01,False,False,False,True,Kharif Crops,1590.0,True,-284.0,-17.861635220125784
Varud-Rajura Bazar,Sorgum(Jawar),2016,March,8,1470,1470,1470,2016-03,Amaravathi,Maharashtra,SORGUM(JAWAR),Varud-Rajura Bazar,Amaravathi,2016-03-01,False,False,False,True,Kharif Crops,1650.0,True,-180.0,-10.909090909090908
Varud-Rajura Bazar,Pigeon Pea (Tur),2015,March,642,4950,5914,5624,2015-03,Amaravathi,Maharashtra,PIGEON PEA (TUR),Varud-Rajura Bazar,Amaravathi,2015-03-01,False,False,False,True,Kharif Crops,4425.0,False,1199.0,27.096045197740114
Varud-Rajura Bazar,Pigeon Pea (Tur),2016,March,868,7161,8125,7608,2016-03,Amaravathi,Maharashtra,PIGEON PEA (TUR),Varud-Rajura Bazar,Amaravathi,2016-03-01,False,False,False,True,Kharif Crops,4625.0,False,2983.0,64.4972972972973
Varud-Rajura Bazar,Mustard,2015,March,22,2875,3000,2912,2015-03,Amaravathi,Maharashtra,MUSTARD,Varud-Rajura Bazar,Amaravathi,2015-03-01,False,False,False,True,Rabi Crops,3350.0,True,-438.0,-13.074626865671643
Achalpur,Bajri,2016,May,1,1700,1700,1700,2016-05,Amaravathi,Maharashtra,BAJRI,Achalpur,Amaravathi,2016-05-01,False,False,False,True,Kharif Crops,1330.0,False,370.0,27.819548872180448
Achalpur,Wheat(Husked),2015,May,1300,1400,1775,1588,2015-05,Amaravathi,Maharashtra,WHEAT(HUSKED),Achalpur,Amaravathi,2015-05-01,False,False,False,True,Rabi Crops,1525.0,False,63.0,4.131147540983607
Achalpur,Wheat(Husked),2016,May,17290,1607,1839,1730,2016-05,Amaravathi,Maharashtra,WHEAT(HUSKED),Achalpur,Amaravathi,2016-05-01,False,False,False,True,Rabi Crops,,False,,
Achalpur,Sorgum(Jawar),2016,May,488,1383,1449,1420,2016-05,Amaravathi,Maharashtra,SORGUM(JAWAR),Achalpur,Amaravathi,2016-05-01,False,False,False,True,Kharif Crops,1650.0,True,-230.0,-13.939393939393941
Achalpur,Maize,2016,May,149,1275,1347,1322,2016-05,Amaravathi,Maharashtra,MAIZE,Achalpur,Amaravathi,2016-05-01,False,False,False,True,Kharif Crops,1365.0,True,-43.0,-3.15018315018315
Achalpur,Pigeon Pea (Tur),2015,May,950,5988,7256,6622,2015-05,Amaravathi,Maharashtra,PIGEON PEA (TUR),Achalpur,Amaravathi,2015-05-01,False,False,False,True,Kharif Crops,4425.0,False,2197.0,49.64971751412429
Achalpur,Pigeon Pea (Tur),2016,May,11354,8189,8599,8428,2016-05,Amaravathi,Maharashtra,PIGEON PEA (TUR),Achalpur,Amaravathi,2016-05-01,False,False,False,True,Kharif Crops,4625.0,False,3803.0,82.22702702702702
Achalpur,Mustard,2015,May,5,3133,3233,3183,2015-05,Amaravathi,Maharashtra,MUSTARD,Achalpur,Amaravathi,2015-05-01,False,False,False,True,Rabi Crops,3350.0,True,-167.0,-4.985074626865671
Achalpur,Mustard,2016,May,2,3525,4075,3675,2016-05,Amaravathi,Maharashtra,MUSTARD,Achalpur,Amaravathi,2016-05-01,False,False,False,True,Rabi Crops,,False,,
Amarawati,Cotton,2016,May,4934,5019,5078,5048,2016-05,Amaravathi,Maharashtra,COTTON,Amarawati,Amaravathi,2016-05-01,False,False,False,True,Kharif Crops,3860.0,False,1188.0,30.777202072538863
Amarawati,Bajri,2015,May,72,1802,2096,1944,2015-05,Amaravathi,Maharashtra,BAJRI,Amarawati,Amaravathi,2015-05-01,False,False,False,True,Kharif Crops,1275.0,False,669.0,52.470588235294116
Amarawati,Bajri,2016,May,175,1640,2011,1826,2016-05,Amaravathi,Maharashtra,BAJRI,Amarawati,Amaravathi,2016-05-01,False,False,False,True,Kharif Crops,1330.0,False,496.0,37.29323308270677
Amarawati,Wheat(Husked),2015,May,72,1546,1843,1650,2015-05,Amaravathi,Maharashtra,WHEAT(HUSKED),Amarawati,Amaravathi,2015-05-01,False,False,False,True,Rabi Crops,1525.0,False,125.0,8.19672131147541
Amarawati,Wheat(Husked),2016,May,4944,1763,2072,1918,2016-05,Amaravathi,Maharashtra,WHEAT(HUSKED),Amarawati,Amaravathi,2016-05-01,False,False,False,True,Rabi Crops,,False,,
Amarawati,Sorgum(Jawar),2015,May,72,1510,1846,1654,2015-05,Amaravathi,Maharashtra,SORGUM(JAWAR),Amarawati,Amaravathi,2015-05-01,False,False,False,True,Kharif Crops,1590.0,False,64.0,4.0251572327044025
Amarawati,Sorgum(Jawar),2016,May,70,1800,3021,1950,2016-05,Amaravathi,Maharashtra,SORGUM(JAWAR),Amarawati,Amaravathi,2016-05-01,False,False,False,True,Kharif Crops,1650.0,False,300.0,18.181818181818183
Amarawati,Maize,2015,May,72,1250,1350,1300,2015-05,Amaravathi,Maharashtra,MAIZE,Amarawati,Amaravathi,2015-05-01,False,False,False,True,Kharif Crops,1325.0,True,-25.0,-1.8867924528301887
Amarawati,Maize,2016,May,115,1352,1456,1405,2016-05,Amaravathi,Maharashtra,MAIZE,Amarawati,Amaravathi,2016-05-01,False,False,False,True,Kharif Crops,1365.0,False,40.0,2.93040293040293
Amarawati,Pigeon Pea (Tur),2015,May,72,7029,7313,7152,2015-05,Amaravathi,Maharashtra,PIGEON PEA (TUR),Amarawati,Amaravathi,2015-05-01,False,False,False,True,Kharif Crops,4425.0,False,2727.0,61.6271186440678
Amarawati,Pigeon Pea (Tur),2016,May,39852,8701,8891,8796,2016-05,Amaravathi,Maharashtra,PIGEON PEA (TUR),Amarawati,Amaravathi,2016-05-01,False,False,False,True,Kharif Crops,4625.0,False,4171.0,90.1837837837838
Amarawati,Sunflower,2015,May,69,2750,2950,2846,2015-05,Amaravathi,Maharashtra,SUNFLOWER,Amarawati,Amaravathi,2015-05-01,False,False,False,True,Kharif Crops,3800.0,True,-954.0,-25.105263157894736
Amarawati,Sesamum,2015,May,72,8319,10438,9346,2015-05,Amaravathi,Maharashtra,SESAMUM,Amarawati,Amaravathi,2015-05-01,False,False,False,True,Kharif Crops,4700.0,False,4646.0,98.85106382978724
Amarawati,Sesamum,2016,May,165,5638,6536,6079,2016-05,Amaravathi,Maharashtra,SESAMUM,Amarawati,Amaravathi,2016-05-01,False,False,False,True,Kharif Crops,4800.0,False,1279.0,26.645833333333336
Anajngaon Surji,Wheat(Husked),2015,May,8220,1268,1708,1482,2015-05,Amaravathi,Maharashtra,WHEAT(HUSKED),Anajngaon Surji,Amaravathi,2015-05-01,False,False,False,True,Rabi Crops,1525.0,True,-43.0,-2.819672131147541
Anajngaon Surji,Wheat(Husked),2016,May,1114,1431,1831,1644,2016-05,Amaravathi,Maharashtra,WHEAT(HUSKED),Anajngaon Surji,Amaravathi,2016-05-01,False,False,False,True,Rabi Crops,,False,,
Anajngaon Surji,Sorgum(Jawar),2015,May,525,1260,1493,1380,2015-05,Amaravathi,Maharashtra,SORGUM(JAWAR),Anajngaon Surji,Amaravathi,2015-05-01,False,False,False,True,Kharif Crops,1590.0,True,-210.0,-13.20754716981132
Anajngaon Surji,Sorgum(Jawar),2016,May,46,1228,1500,1325,2016-05,Amaravathi,Maharashtra,SORGUM(JAWAR),Anajngaon Surji,Amaravathi,2016-05-01,False,False,False,True,Kharif Crops,1650.0,True,-325.0,-19.696969696969695
Anajngaon Surji,Pigeon Pea (Tur),2015,May,5875,6243,7220,6688,2015-05,Amaravathi,Maharashtra,PIGEON PEA (TUR),Anajngaon Surji,Amaravathi,2015-05-01,False,False,False,True,Kharif Crops,4425.0,False,2263.0,51.14124293785311
Anajngaon Surji,Pigeon Pea (Tur),2016,May,2052,8338,8753,8538,2016-05,Amaravathi,Maharashtra,PIGEON PEA (TUR),Anajngaon Surji,Amaravathi,2016-05-01,False,False,False,True,Kharif Crops,4625.0,False,3913.0,84.6054054054054
Chandur Bajar,Wheat(Husked),2015,May,2596,1400,1680,1540,2015-05,Amaravathi,Maharashtra,WHEAT(HUSKED),Chandur Bajar,Amaravathi,2015-05-01,False,False,False,True,Rabi Crops,1525.0,False,15.0,0.9836065573770493
Chandur Bajar,Wheat(Husked),2016,May,2427,1520,1898,1685,2016-05,Amaravathi,Maharashtra,WHEAT(HUSKED),Chandur Bajar,Amaravathi,2016-05-01,False,False,False,True,Rabi Crops,,False,,
Chandur Bajar,Sorgum(Jawar),2015,May,144,1300,1600,1464,2015-05,Amaravathi,Maharashtra,SORGUM(JAWAR),Chandur Bajar,Amaravathi,2015-05-01,False,False,False,True,Kharif Crops,1590.0,True,-126.0,-7.9245283018867925
Chandur Bajar,Sorgum(Jawar),2016,May,35,1333,1517,1457,2016-05,Amaravathi,Maharashtra,SORGUM(JAWAR),Chandur Bajar,Amaravathi,2016-05-01,False,False,False,True,Kharif Crops,1650.0,True,-193.0,-11.696969696969697
Chandur Bajar,Pigeon Pea (Tur),2015,May,2523,5500,7255,6685,2015-05,Amaravathi,Maharashtra,PIGEON PEA (TUR),Chandur Bajar,Amaravathi,2015-05-01,False,False,False,True,Kharif Crops,4425.0,False,2260.0,51.07344632768361
Chandur Bajar,Pigeon Pea (Tur),2016,May,6308,8100,8894,8549,2016-05,Amaravathi,Maharashtra,PIGEON PEA (TUR),Chandur Bajar,Amaravathi,2016-05-01,False,False,False,True,Kharif Crops,4625.0,False,3924.0,84.84324324324324
Chandur Rly.,Wheat(Husked),2016,May,50,1567,1572,1572,2016-05,Amaravathi,Maharashtra,WHEAT(HUSKED),Chandur Rly.,Amaravathi,2016-05-01,False,False,False,True,Rabi Crops,,False,,
Chandur Rly.,Pigeon Pea (Tur),2016,May,1828,8271,8708,8575,2016-05,Amaravathi,Maharashtra,PIGEON PEA (TUR),Chandur Rly.,Amaravathi,2016-05-01,False,False,False,True,Kharif Crops,4625.0,False,3950.0,85.4054054054054
Daryapur,Wheat(Husked),2016,May,45,1378,1378,1378,2016-05,Amaravathi,Maharashtra,WHEAT(HUSKED),Daryapur,Amaravathi,2016-05-01,False,False,False,True,Rabi Crops,,False,,
Daryapur,Sorgum(Jawar),2016,May,24,1475,1475,1475,2016-05,Amaravathi,Maharashtra,SORGUM(JAWAR),Daryapur,Amaravathi,2016-05-01,False,False,False,True,Kharif Crops,1650.0,True,-175.0,-10.606060606060606
Daryapur,Pigeon Pea (Tur),2015,May,391,5641,7271,7000,2015-05,Amaravathi,Maharashtra,PIGEON PEA (TUR),Daryapur,Amaravathi,2015-05-01,False,False,False,True,Kharif Crops,4425.0,False,2575.0,58.19209039548022
Daryapur,Pigeon Pea (Tur),2016,May,10193,6902,8750,8556,2016-05,Amaravathi,Maharashtra,PIGEON PEA (TUR),Daryapur,Amaravathi,2016-05-01,False,False,False,True,Kharif Crops,4625.0,False,3931.0,84.9945945945946
Dhamangaon-Rly,Cotton,2016,May,5010,4747,5008,4856,2016-05,Amaravathi,Maharashtra,COTTON,Dhamangaon-Rly,Amaravathi,2016-05-01,False,False,False,True,Kharif Crops,3860.0,False,996.0,25.803108808290155
Dhamangaon-Rly,Wheat(Husked),2016,May,8250,1528,1637,1571,2016-05,Amaravathi,Maharashtra,WHEAT(HUSKED),Dhamangaon-Rly,Amaravathi,2016-05-01,False,False,False,True,Rabi Crops,,False,,
Dhamangaon-Rly,Pigeon Pea (Tur),2016,May,14900,8072,8844,8422,2016-05,Amaravathi,Maharashtra,PIGEON PEA (TUR),Dhamangaon-Rly,Amaravathi,2016-05-01,False,False,False,True,Kharif Crops,4625.0,False,3797.0,82.0972972972973
Dharni,Wheat(Husked),2016,May,3550,1404,1504,1454,2016-05,Amaravathi,Maharashtra,WHEAT(HUSKED),Dharni,Amaravathi,2016-05-01,False,False,False,True,Rabi Crops,,False,,
Dharni,Sorgum(Jawar),2016,May,1890,1375,1475,1425,2016-05,Amaravathi,Maharashtra,SORGUM(JAWAR),Dharni,Amaravathi,2016-05-01,False,False,False,True,Kharif Crops,1650.0,True,-225.0,-13.636363636363635
Dharni,Maize,2016,May,4120,1270,1370,1320,2016-05,Amaravathi,Maharashtra,MAIZE,Dharni,Amaravathi,2016-05-01,False,False,False,True,Kharif Crops,1365.0,True,-45.0,-3.296703296703297
Dharni,Pigeon Pea (Tur),2016,May,150,7733,7833,7783,2016-05,Amaravathi,Maharashtra,PIGEON PEA (TUR),Dharni,Amaravathi,2016-05-01,False,False,False,True,Kharif Crops,4625.0,False,3158.0,68.28108108108108
Morshi,Wheat(Husked),2015,May,2015,1467,1628,1549,2015-05,Amaravathi,Maharashtra,WHEAT(HUSKED),Morshi,Amaravathi,2015-05-01,False,False,False,True,Rabi Crops,1525.0,False,24.0,1.5737704918032787
Morshi,Wheat(Husked),2016,May,686,1563,1700,1611,2016-05,Amaravathi,Maharashtra,WHEAT(HUSKED),Morshi,Amaravathi,2016-05-01,False,False,False,True,Rabi Crops,,False,,
Morshi,Sorgum(Jawar),2015,May,684,1322,1400,1363,2015-05,Amaravathi,Maharashtra,SORGUM(JAWAR),Morshi,Amaravathi,2015-05-01,False,False,False,True,Kharif Crops,1590.0,True,-227.0,-14.276729559748427
Morshi,Sorgum(Jawar),2016,May,406,1341,1459,1369,2016-05,Amaravathi,Maharashtra,SORGUM(JAWAR),Morshi,Amaravathi,2016-05-01,False,False,False,True,Kharif Crops,1650.0,True,-281.0,-17.030303030303028
Morshi,Pigeon Pea (Tur),2015,May,1946,6756,7056,6908,2015-05,Amaravathi,Maharashtra,PIGEON PEA (TUR),Morshi,Amaravathi,2015-05-01,False,False,False,True,Kharif Crops,4425.0,False,2483.0,56.112994350282484
Morshi,Pigeon Pea (Tur),2016,May,2979,8238,8774,8348,2016-05,Amaravathi,Maharashtra,PIGEON PEA (TUR),Morshi,Amaravathi,2016-05-01,False,False,False,True,Kharif Crops,4625.0,False,3723.0,80.4972972972973
Nandgaon Khandeshwar,Wheat(Husked),2015,May,72,1000,1300,1175,2015-05,Amaravathi,Maharashtra,WHEAT(HUSKED),Nandgaon Khandeshwar,Amaravathi,2015-05-01,False,False,False,True,Rabi Crops,1525.0,True,-350.0,-22.950819672131146
Nandgaon Khandeshwar,Wheat(Husked),2016,May,120,1491,1710,1601,2016-05,Amaravathi,Maharashtra,WHEAT(HUSKED),Nandgaon Khandeshwar,Amaravathi,2016-05-01,False,False,False,True,Rabi Crops,,False,,
Nandgaon Khandeshwar,Pigeon Pea (Tur),2015,May,1272,6450,7273,6861,2015-05,Amaravathi,Maharashtra,PIGEON PEA (TUR),Nandgaon Khandeshwar,Amaravathi,2015-05-01,False,False,False,True,Kharif Crops,4425.0,False,2436.0,55.050847457627114
Nandgaon Khandeshwar,Pigeon Pea (Tur),2016,May,1346,7743,8731,8237,2016-05,Amaravathi,Maharashtra,PIGEON PEA (TUR),Nandgaon Khandeshwar,Amaravathi,2016-05-01,False,False,False,True,Kharif Crops,4625.0,False,3612.0,78.0972972972973
Varud,Cotton,2015,May,3760,4311,4466,4370,2015-05,Amaravathi,Maharashtra,COTTON,Varud,Amaravathi,2015-05-01,False,False,False,True,Kharif Crops,3800.0,False,570.0,15.0
Varud,Cotton,2016,May,9617,4507,4954,4672,2016-05,Amaravathi,Maharashtra,COTTON,Varud,Amaravathi,2016-05-01,False,False,False,True,Kharif Crops,3860.0,False,812.0,21.036269430051814
Varud-Rajura Bazar,Wheat(Husked),2015,May,57,1219,1410,1337,2015-05,Amaravathi,Maharashtra,WHEAT(HUSKED),Varud-Rajura Bazar,Amaravathi,2015-05-01,False,False,False,True,Rabi Crops,1525.0,True,-188.0,-12.327868852459016
Varud-Rajura Bazar,Wheat(Husked),2016,May,19,1549,1598,1586,2016-05,Amaravathi,Maharashtra,WHEAT(HUSKED),Varud-Rajura Bazar,Amaravathi,2016-05-01,False,False,False,True,Rabi Crops,,False,,
Varud-Rajura Bazar,Sorgum(Jawar),2015,May,18,1107,1107,1107,2015-05,Amaravathi,Maharashtra,SORGUM(JAWAR),Varud-Rajura Bazar,Amaravathi,2015-05-01,False,False,False,True,Kharif Crops,1590.0,True,-483.0,-30.377358490566035
Varud-Rajura Bazar,Sorgum(Jawar),2016,May,22,1448,1467,1457,2016-05,Amaravathi,Maharashtra,SORGUM(JAWAR),Varud-Rajura Bazar,Amaravathi,2016-05-01,False,False,False,True,Kharif Crops,1650.0,True,-193.0,-11.696969696969697
Varud-Rajura Bazar,Maize,2015,May,51,1067,1067,1067,2015-05,Amaravathi,Maharashtra,MAIZE,Varud-Rajura Bazar,Amaravathi,2015-05-01,False,False,False,True,Kharif Crops,1325.0,True,-258.0,-19.471698113207548
Varud-Rajura Bazar,Pigeon Pea (Tur),2015,May,297,5569,6998,6717,2015-05,Amaravathi,Maharashtra,PIGEON PEA (TUR),Varud-Rajura Bazar,Amaravathi,2015-05-01,False,False,False,True,Kharif Crops,4425.0,False,2292.0,51.79661016949153
Varud-Rajura Bazar,Pigeon Pea (Tur),2016,May,630,8192,8723,8513,2016-05,Amaravathi,Maharashtra,PIGEON PEA (TUR),Varud-Rajura Bazar,Amaravathi,2016-05-01,False,False,False,True,Kharif Crops,4625.0,False,3888.0,84.06486486486486
Varud-Rajura Bazar,Mustard,2015,May,10,3175,3250,3200,2015-05,Amaravathi,Maharashtra,MUSTARD,Varud-Rajura Bazar,Amaravathi,2015-05-01,False,False,False,True,Rabi Crops,3350.0,True,-150.0,-4.477611940298507
Varud-Rajura Bazar,Mustard,2016,May,2,3150,3150,3150,2016-05,Amaravathi,Maharashtra,MUSTARD,Varud-Rajura Bazar,Amaravathi,2016-05-01,False,False,False,True,Rabi Crops,,False,,
Achalpur,Wheat(Husked),2014,November,410,1518,1643,1580,2014-11,Amaravathi,Maharashtra,WHEAT(HUSKED),Achalpur,Amaravathi,2014-11-01,False,False,False,True,Rabi Crops,1450.0,False,130.0,8.96551724137931
Achalpur,Sorgum(Jawar),2014,November,150,1530,1560,1545,2014-11,Amaravathi,Maharashtra,SORGUM(JAWAR),Achalpur,Amaravathi,2014-11-01,False,False,False,True,Kharif Crops,1550.0,True,-5.0,-0.3225806451612903
Achalpur,Maize,2014,November,530,1317,1400,1355,2014-11,Amaravathi,Maharashtra,MAIZE,Achalpur,Amaravathi,2014-11-01,False,False,False,True,Kharif Crops,1310.0,False,45.0,3.435114503816794
Achalpur,Pigeon Pea (Tur),2014,November,210,4941,5138,5040,2014-11,Amaravathi,Maharashtra,PIGEON PEA (TUR),Achalpur,Amaravathi,2014-11-01,False,False,False,True,Kharif Crops,4350.0,False,690.0,15.862068965517242
Achalpur,Sunflower,2014,November,2,3750,3750,3750,2014-11,Amaravathi,Maharashtra,SUNFLOWER,Achalpur,Amaravathi,2014-11-01,False,False,False,True,Kharif Crops,3750.0,False,0.0,0.0
Achalpur,Sesamum,2014,November,5,9850,9950,9900,2014-11,Amaravathi,Maharashtra,SESAMUM,Achalpur,Amaravathi,2014-11-01,False,False,False,True,Kharif Crops,4600.0,False,5300.0,115.21739130434783
Amarawati,Cotton,2015,November,138,4150,4213,4193,2015-11,Amaravathi,Maharashtra,COTTON,Amarawati,Amaravathi,2015-11-01,False,False,False,True,Kharif Crops,3800.0,False,393.0,10.342105263157894
Amarawati,Bajri,2015,November,18,1300,1533,1373,2015-11,Amaravathi,Maharashtra,BAJRI,Amarawati,Amaravathi,2015-11-01,False,False,False,True,Kharif Crops,1275.0,False,98.0,7.686274509803921
Amarawati,Wheat(Husked),2014,November,3,1550,1850,1700,2014-11,Amaravathi,Maharashtra,WHEAT(HUSKED),Amarawati,Amaravathi,2014-11-01,False,False,False,True,Rabi Crops,1450.0,False,250.0,17.24137931034483
Amarawati,Wheat(Husked),2015,November,206,1674,1892,1759,2015-11,Amaravathi,Maharashtra,WHEAT(HUSKED),Amarawati,Amaravathi,2015-11-01,False,False,False,True,Rabi Crops,1525.0,False,234.0,15.344262295081968
