APMC,Commodity,Year,Month,arrivals_in_qtl,min_price,max_price,modal_price,date,district_name,state_name,commodity_clean,apmc_clean,district_clean,arrival_month,flag_min_gt_max,flag_non_positive_price,flag_modal_out_of_range,is_valid_price,crop_season,msp_price,is_below_msp,price_gap_vs_msp,price_gap_pct_vs_msp
Ahmednagar,Bajri,2015,April,79,1406,1538,1463,2015-04,Ahmadnagar,Maharashtra,BAJRI,Ahmednagar,Ahmadnagar,2015-04-01,False,False,False,True,Kharif Crops,1275.0,False,188.0,14.745098039215687
Ahmednagar,Bajri,2016,April,106,1788,1925,1875,2016-04,Ahmadnagar,Maharashtra,BAJRI,Ahmednagar,Ahmadnagar,2016-04-01,False,False,False,True,Kharif Crops,1330.0,False,545.0,40.97744360902256
Ahmednagar,Wheat(Husked),2015,April,1253,1572,1890,1731,2015-04,Ahmadnagar,Maharashtra,WHEAT(HUSKED),Ahmednagar,Ahmadnagar,2015-04-01,False,False,False,True,Rabi Crops,1525.0,False,206.0,13.508196721311474
Ahmednagar,Wheat(Husked),2016,April,387,1750,2220,1999,2016-04,Ahmadnagar,Maharashtra,WHEAT(HUSKED),Ahmednagar,Ahmadnagar,2016-04-01,False,False,False,True,Rabi Crops,,False,,
Ahmednagar,Sorgum(Jawar),2015,April,3825,1600,2200,1900,2015-04,Ahmadnagar,Maharashtra,SORGUM(JAWAR),Ahmednagar,Ahmadnagar,2015-04-01,False,False,False,True,Kharif Crops,1590.0,False,310.0,19.49685534591195
Ahmednagar,Sorgum(Jawar),2016,April,2093,1695,2454,2119,2016-04,Ahmadnagar,Maharashtra,SORGUM(JAWAR),Ahmednagar,Ahmadnagar,2016-04-01,False,False,False,True,Kharif Crops,1650.0,False,469.0,28.424242424242426
Ahmednagar,Maize,2015,April,75,1345,1401,1373,2015-04,Ahmadnagar,Maharashtra,MAIZE,Ahmednagar,Ahmadnagar,2015-04-01,False,False,False,True,Kharif Crops,1325.0,False,48.0,3.6226415094339623
Ahmednagar,Maize,2016,April,155,1367,1392,1375,2016-04,Ahmadnagar,Maharashtra,MAIZE,Ahmednagar,Ahmadnagar,2016-04-01,False,False,False,True,Kharif Crops,1365.0,False,10.0,0.7326007326007326
Ahmednagar,Pigeon Pea (Tur),2015,April,144,4993,5373,5233,2015-04,Ahmadnagar,Maharashtra,PIGEON PEA (TUR),Ahmednagar,Ahmadnagar,2015-04-01,False,False,False,True,Kharif Crops,4425.0,False,808.0,18.259887005649716
Ahmednagar,Pigeon Pea (Tur),2016,April,33,6900,7700,7329,2016-04,Ahmadnagar,Maharashtra,PIGEON PEA (TUR),Ahmednagar,Ahmadnagar,2016-04-01,False,False,False,True,Kharif Crops,4625.0,False,2704.0,58.464864864864865
Ahmednagar,Mustard,2015,April,22,3617,3617,3617,2015-04,Ahmadnagar,Maharashtra,MUSTARD,Ahmednagar,Ahmadnagar,2015-04-01,False,False,False,True,Rabi Crops,3350.0,False,267.0,7.970149253731343
Ahmednagar,Mustard,2016,April,2,3800,3800,3800,2016-04,Ahmadnagar,Maharashtra,MUSTARD,Ahmednagar,Ahmadnagar,2016-04-01,False,False,False,True,Rabi Crops,,False,,
Akole,Bajri,2015,April,52,1357,1800,1525,2015-04,Ahmadnagar,Maharashtra,BAJRI,Akole,Ahmadnagar,2015-04-01,False,False,False,True,Kharif Crops,1275.0,False,250.0,19.607843137254903
Akole,Bajri,2016,April,75,1460,1960,1685,2016-04,Ahmadnagar,Maharashtra,BAJRI,Akole,Ahmadnagar,2016-04-01,False,False,False,True,Kharif Crops,1330.0,False,355.0,26.691729323308273
Akole,Paddy-Unhusked,2015,April,113,1450,1925,1625,2015-04,Ahmadnagar,Maharashtra,PADDY-UNHUSKED,Akole,Ahmadnagar,2015-04-01,False,False,False,True,Kharif Crops,1410.0,False,215.0,15.24822695035461
Akole,Paddy-Unhusked,2016,April,448,1500,2017,1704,2016-04,Ahmadnagar,Maharashtra,PADDY-UNHUSKED,Akole,Ahmadnagar,2016-04-01,False,False,False,True,Kharif Crops,1470.0,False,234.0,15.918367346938775
Akole,Wheat(Husked),2015,April,164,1450,1975,1644,2015-04,Ahmadnagar,Maharashtra,WHEAT(HUSKED),Akole,Ahmadnagar,2015-04-01,False,False,False,True,Rabi Crops,1525.0,False,119.0,7.80327868852459
Akole,Wheat(Husked),2016,April,115,1517,2150,1725,2016-04,Ahmadnagar,Maharashtra,WHEAT(HUSKED),Akole,Ahmadnagar,2016-04-01,False,False,False,True,Rabi Crops,,False,,
Jamkhed,Bajri,2015,April,164,1304,1446,1375,2015-04,Ahmadnagar,Maharashtra,BAJRI,Jamkhed,Ahmadnagar,2015-04-01,False,False,False,True,Kharif Crops,1275.0,False,100.0,7.8431372549019605
Jamkhed,Bajri,2016,April,45,1513,1742,1627,2016-04,Ahmadnagar,Maharashtra,BAJRI,Jamkhed,Ahmadnagar,2016-04-01,False,False,False,True,Kharif Crops,1330.0,False,297.0,22.330827067669173
Jamkhed,Wheat(Husked),2015,April,735,1856,2256,2056,2015-04,Ahmadnagar,Maharashtra,WHEAT(HUSKED),Jamkhed,Ahmadnagar,2015-04-01,False,False,False,True,Rabi Crops,1525.0,False,531.0,34.81967213114754
Jamkhed,Wheat(Husked),2016,April,46,2132,2268,2200,2016-04,Ahmadnagar,Maharashtra,WHEAT(HUSKED),Jamkhed,Ahmadnagar,2016-04-01,False,False,False,True,Rabi Crops,,False,,
Jamkhed,Sorgum(Jawar),2015,April,20890,1800,2800,2300,2015-04,Ahmadnagar,Maharashtra,SORGUM(JAWAR),Jamkhed,Ahmadnagar,2015-04-01,False,False,False,True,Kharif Crops,1590.0,False,710.0,44.65408805031446
Jamkhed,Sorgum(Jawar),2016,April,24391,1861,2933,2397,2016-04,Ahmadnagar,Maharashtra,SORGUM(JAWAR),Jamkhed,Ahmadnagar,2016-04-01,False,False,False,True,Kharif Crops,1650.0,False,747.0,45.27272727272727
Jamkhed,Pigeon Pea (Tur),2016,April,191,6825,7452,7143,2016-04,Ahmadnagar,Maharashtra,PIGEON PEA (TUR),Jamkhed,Ahmadnagar,2016-04-01,False,False,False,True,Kharif Crops,4625.0,False,2518.0,54.443243243243245
Kopargaon,Bajri,2015,April,354,1164,1469,1401,2015-04,Ahmadnagar,Maharashtra,BAJRI,Kopargaon,Ahmadnagar,2015-04-01,False,False,False,True,Kharif Crops,1275.0,False,126.0,9.88235294117647
Kopargaon,Bajri,2016,April,388,1603,2018,1750,2016-04,Ahmadnagar,Maharashtra,BAJRI,Kopargaon,Ahmadnagar,2016-04-01,False,False,False,True,Kharif Crops,1330.0,False,420.0,31.57894736842105
Kopargaon,Wheat(Husked),2015,April,9668,1302,1713,1529,2015-04,Ahmadnagar,Maharashtra,WHEAT(HUSKED),Kopargaon,Ahmadnagar,2015-04-01,False,False,False,True,Rabi Crops,1525.0,False,4.0,0.26229508196721313
Kopargaon,Wheat(Husked),2016,April,1028,1486,1861,1652,2016-04,Ahmadnagar,Maharashtra,WHEAT(HUSKED),Kopargaon,Ahmadnagar,2016-04-01,False,False,False,True,Rabi Crops,,False,,
Kopargaon,Sorgum(Jawar),2015,April,672,1070,1421,1324,2015-04,Ahmadnagar,Maharashtra,SORGUM(JAWAR),Kopargaon,Ahmadnagar,2015-04-01,False,False,False,True,Kharif Crops,1590.0,True,-266.0,-16.729559748427672
Kopargaon,Sorgum(Jawar),2016,April,2038,1445,1974,1770,2016-04,Ahmadnagar,Maharashtra,SORGUM(JAWAR),Kopargaon,Ahmadnagar,2016-04-01,False,False,False,True,Kharif Crops,1650.0,False,120.0,7.2727272727272725
Kopargaon,Maize,2015,April,389,1156,1257,1226,2015-04,Ahmadnagar,Maharashtra,MAIZE,Kopargaon,Ahmadnagar,2015-04-01,False,False,False,True,Kharif Crops,1325.0,True,-99.0,-7.471698113207548
Kopargaon,Maize,2016,April,284,1373,1445,1418,2016-04,Ahmadnagar,Maharashtra,MAIZE,Kopargaon,Ahmadnagar,2016-04-01,False,False,False,True,Kharif Crops,1365.0,False,53.0,3.8827838827838828
Kopargaon,Pigeon Pea (Tur),2015,April,6,4880,4921,4900,2015-04,Ahmadnagar,Maharashtra,PIGEON PEA (TUR),Kopargaon,Ahmadnagar,2015-04-01,False,False,False,True,Kharif Crops,4425.0,False,475.0,10.734463276836157
Newasa,Bajri,2015,April,32,1282,1293,1286,2015-04,Ahmadnagar,Maharashtra,BAJRI,Newasa,Ahmadnagar,2015-04-01,False,False,False,True,Kharif Crops,1275.0,False,11.0,0.8627450980392156
Newasa,Bajri,2016,April,2,1750,1750,1750,2016-04,Ahmadnagar,Maharashtra,BAJRI,Newasa,Ahmadnagar,2016-04-01,False,False,False,True,Kharif Crops,1330.0,False,420.0,31.57894736842105
Newasa,Wheat(Husked),2015,April,575,1450,1511,1481,2015-04,Ahmadnagar,Maharashtra,WHEAT(HUSKED),Newasa,Ahmadnagar,2015-04-01,False,False,False,True,Rabi Crops,1525.0,True,-44.0,-2.8852459016393444
Newasa,Wheat(Husked),2016,April,135,1608,1900,1667,2016-04,Ahmadnagar,Maharashtra,WHEAT(HUSKED),Newasa,Ahmadnagar,2016-04-01,False,False,False,True,Rabi Crops,,False,,
Newasa,Sorgum(Jawar),2015,April,25,1550,1550,1550,2015-04,Ahmadnagar,Maharashtra,SORGUM(JAWAR),Newasa,Ahmadnagar,2015-04-01,False,False,False,True,Kharif Crops,1590.0,True,-40.0,-2.515723270440252
Newasa,Sorgum(Jawar),2016,April,37,1658,1708,1679,2016-04,Ahmadnagar,Maharashtra,SORGUM(JAWAR),Newasa,Ahmadnagar,2016-04-01,False,False,False,True,Kharif Crops,1650.0,False,29.0,1.7575757575757573
Newasa,Maize,2015,April,13,1310,1310,1310,2015-04,Ahmadnagar,Maharashtra,MAIZE,Newasa,Ahmadnagar,2015-04-01,False,False,False,True,Kharif Crops,1325.0,True,-15.0,-1.1320754716981132
Pathardi,Cotton,2015,April,470,3760,3860,3807,2015-04,Ahmadnagar,Maharashtra,COTTON,Pathardi,Ahmadnagar,2015-04-01,False,False,False,True,Kharif Crops,3800.0,False,7.0,0.18421052631578946
Pathardi,Bajri,2015,April,371,1259,1443,1317,2015-04,Ahmadnagar,Maharashtra,BAJRI,Pathardi,Ahmadnagar,2015-04-01,False,False,False,True,Kharif Crops,1275.0,False,42.0,3.294117647058824
Pathardi,Bajri,2016,April,163,1285,1650,1449,2016-04,Ahmadnagar,Maharashtra,BAJRI,Pathardi,Ahmadnagar,2016-04-01,False,False,False,True,Kharif Crops,1330.0,False,119.0,8.947368421052632
Pathardi,Wheat(Husked),2015,April,685,1489,2133,1761,2015-04,Ahmadnagar,Maharashtra,WHEAT(HUSKED),Pathardi,Ahmadnagar,2015-04-01,False,False,False,True,Rabi Crops,1525.0,False,236.0,15.475409836065573
Pathardi,Wheat(Husked),2016,April,343,1583,2133,1855,2016-04,Ahmadnagar,Maharashtra,WHEAT(HUSKED),Pathardi,Ahmadnagar,2016-04-01,False,False,False,True,Rabi Crops,,False,,
Pathardi,Sorgum(Jawar),2015,April,734,1528,1783,1648,2015-04,Ahmadnagar,Maharashtra,SORGUM(JAWAR),Pathardi,Ahmadnagar,2015-04-01,False,False,False,True,Kharif Crops,1590.0,False,58.0,3.647798742138365
Pathardi,Sorgum(Jawar),2016,April,682,1573,1935,1740,2016-04,Ahmadnagar,Maharashtra,SORGUM(JAWAR),Pathardi,Ahmadnagar,2016-04-01,False,False,False,True,Kharif Crops,1650.0,False,90.0,5.454545454545454
Rahata,Bajri,2015,April,203,1168,1268,1223,2015-04,Ahmadnagar,Maharashtra,BAJRI,Rahata,Ahmadnagar,2015-04-01,False,False,False,True,Kharif Crops,1275.0,True,-52.0,-4.07843137254902
Rahata,Bajri,2016,April,39,1511,1511,1511,2016-04,Ahmadnagar,Maharashtra,BAJRI,Rahata,Ahmadnagar,2016-04-01,False,False,False,True,Kharif Crops,1330.0,False,181.0,13.609022556390975
Rahata,Wheat(Husked),2015,April,2698,1292,1589,1394,2015-04,Ahmadnagar,Maharashtra,WHEAT(HUSKED),Rahata,Ahmadnagar,2015-04-01,False,False,False,True,Rabi Crops,1525.0,True,-131.0,-8.59016393442623
Rahata,Wheat(Husked),2016,April,346,1495,1677,1572,2016-04,Ahmadnagar,Maharashtra,WHEAT(HUSKED),Rahata,Ahmadnagar,2016-04-01,False,False,False,True,Rabi Crops,,False,,
Rahata,Sorgum(Jawar),2015,April,589,1123,1315,1217,2015-04,Ahmadnagar,Maharashtra,SORGUM(JAWAR),Rahata,Ahmadnagar,2015-04-01,False,False,False,True,Kharif Crops,1590.0,True,-373.0,-23.459119496855347
Rahata,Sorgum(Jawar),2016,April,543,1442,1611,1541,2016-04,Ahmadnagar,Maharashtra,SORGUM(JAWAR),Rahata,Ahmadnagar,2016-04-01,False,False,False,True,Kharif Crops,1650.0,True,-109.0,-6.6060606060606055
Rahata,Maize,2015,April,366,1266,1326,1283,2015-04,Ahmadnagar,Maharashtra,MAIZE,Rahata,Ahmadnagar,2015-04-01,False,False,False,True,Kharif Crops,1325.0,True,-42.0,-3.1698113207547167
Rahata,Maize,2016,April,297,1379,1398,1379,2016-04,Ahmadnagar,Maharashtra,MAIZE,Rahata,Ahmadnagar,2016-04-01,False,False,False,True,Kharif Crops,1365.0,False,14.0,1.0256410256410255
Rahata,Pigeon Pea (Tur),2016,April,2,6050,6050,6050,2016-04,Ahmadnagar,Maharashtra,PIGEON PEA (TUR),Rahata,Ahmadnagar,2016-04-01,False,False,False,True,Kharif Crops,4625.0,False,1425.0,30.810810810810814
Rahuri,Bajri,2015,April,42,1380,1380,1380,2015-04,Ahmadnagar,Maharashtra,BAJRI,Rahuri,Ahmadnagar,2015-04-01,False,False,False,True,Kharif Crops,1275.0,False,105.0,8.235294117647058
Rahuri,Wheat(Husked),2015,April,2403,1402,1498,1450,2015-04,Ahmadnagar,Maharashtra,WHEAT(HUSKED),Rahuri,Ahmadnagar,2015-04-01,False,False,False,True,Rabi Crops,1525.0,True,-75.0,-4.918032786885246
Rahuri,Sorgum(Jawar),2015,April,18,1583,1583,1583,2015-04,Ahmadnagar,Maharashtra,SORGUM(JAWAR),Rahuri,Ahmadnagar,2015-04-01,False,False,False,True,Kharif Crops,1590.0,True,-7.0,-0.44025157232704404
Rahuri,Maize,2015,April,26,1310,1310,1310,2015-04,Ahmadnagar,Maharashtra,MAIZE,Rahuri,Ahmadnagar,2015-04-01,False,False,False,True,Kharif Crops,1325.0,True,-15.0,-1.1320754716981132
Rahuri-Vambori,Bajri,2015,April,87,1373,1474,1422,2015-04,Ahmadnagar,Maharashtra,BAJRI,Rahuri-Vambori,Ahmadnagar,2015-04-01,False,False,False,True,Kharif Crops,1275.0,False,147.0,11.529411764705882
Rahuri-Vambori,Bajri,2016,April,20,1716,1763,1739,2016-04,Ahmadnagar,Maharashtra,BAJRI,Rahuri-Vambori,Ahmadnagar,2016-04-01,False,False,False,True,Kharif Crops,1330.0,False,409.0,30.751879699248118
Rahuri-Vambori,Wheat(Husked),2015,April,2494,1280,1836,1679,2015-04,Ahmadnagar,Maharashtra,WHEAT(HUSKED),Rahuri-Vambori,Ahmadnagar,2015-04-01,False,False,False,True,Rabi Crops,1525.0,False,154.0,10.098360655737705
Rahuri-Vambori,Wheat(Husked),2016,April,321,1567,1829,1700,2016-04,Ahmadnagar,Maharashtra,WHEAT(HUSKED),Rahuri-Vambori,Ahmadnagar,2016-04-01,False,False,False,True,Rabi Crops,,False,,
Rahuri-Vambori,Sorgum(Jawar),2015,April,830,1255,1500,1377,2015-04,Ahmadnagar,Maharashtra,SORGUM(JAWAR),Rahuri-Vambori,Ahmadnagar,2015-04-01,False,False,False,True,Kharif Crops,1590.0,True,-213.0,-13.39622641509434
Rahuri-Vambori,Sorgum(Jawar),2016,April,551,1436,1957,1720,2016-04,Ahmadnagar,Maharashtra,SORGUM(JAWAR),Rahuri-Vambori,Ahmadnagar,2016-04-01,False,False,False,True,Kharif Crops,1650.0,False,70.0,4.242424242424243
Rahuri-Vambori,Maize,2015,April,54,1275,1278,1276,2015-04,Ahmadnagar,Maharashtra,MAIZE,Rahuri-Vambori,Ahmadnagar,2015-04-01,False,False,False,True,Kharif Crops,1325.0,True,-49.0,-3.69811320754717
Rahuri-Vambori,Maize,2016,April,7,1298,1298,1298,2016-04,Ahmadnagar,Maharashtra,MAIZE,Rahuri-Vambori,Ahmadnagar,2016-04-01,False,False,False,True,Kharif Crops,1365.0,True,-67.0,-4.908424908424909
Rahuri-Vambori,Pigeon Pea (Tur),2015,April,63,4900,5230,5115,2015-04,Ahmadnagar,Maharashtra,PIGEON PEA (TUR),Rahuri-Vambori,Ahmadnagar,2015-04-01,False,False,False,True,Kharif Crops,4425.0,False,690.0,15.593220338983052
Rahuri-Vambori,Pigeon Pea (Tur),2016,April,19,7464,7503,7484,2016-04,Ahmadnagar,Maharashtra,PIGEON PEA (TUR),Rahuri-Vambori,Ahmadnagar,2016-04-01,False,False,False,True,Kharif Crops,4625.0,False,2859.0,61.81621621621621
Rahuri-Vambori,Sunflower,2015,April,30,2908,2908,2908,2015-04,Ahmadnagar,Maharashtra,SUNFLOWER,Rahuri-Vambori,Ahmadnagar,2015-04-01,False,False,False,True,Kharif Crops,3800.0,True,-892.0,-23.473684210526315
Sangamner,Bajri,2015,April,883,1359,1629,1540,2015-04,Ahmadnagar,Maharashtra,BAJRI,Sangamner,Ahmadnagar,2015-04-01,False,False,False,True,Kharif Crops,1275.0,False,265.0,20.784313725490197
Sangamner,Bajri,2016,April,1361,1522,1996,1866,2016-04,Ahmadnagar,Maharashtra,BAJRI,Sangamner,Ahmadnagar,2016-04-01,False,False,False,True,Kharif Crops,1330.0,False,536.0,40.30075187969925
Sangamner,Wheat(Husked),2015,April,879,1566,1884,1734,2015-04,Ahmadnagar,Maharashtra,WHEAT(HUSKED),Sangamner,Ahmadnagar,2015-04-01,False,False,False,True,Rabi Crops,1525.0,False,209.0,13.704918032786887
Sangamner,Wheat(Husked),2016,April,958,1635,1909,1796,2016-04,Ahmadnagar,Maharashtra,WHEAT(HUSKED),Sangamner,Ahmadnagar,2016-04-01,False,False,False,True,Rabi Crops,,False,,
Sangamner,Sorgum(Jawar),2015,April,268,1950,2121,2054,2015-04,Ahmadnagar,Maharashtra,SORGUM(JAWAR),Sangamner,Ahmadnagar,2015-04-01,False,False,False,True,Kharif Crops,1590.0,False,464.0,29.18238993710692
Sangamner,Sorgum(Jawar),2016,April,714,1845,1953,1891,2016-04,Ahmadnagar,Maharashtra,SORGUM(JAWAR),Sangamner,Ahmadnagar,2016-04-01,False,False,False,True,Kharif Crops,1650.0,False,241.0,14.606060606060606
Sangamner,Maize,2015,April,163,1399,1405,1402,2015-04,Ahmadnagar,Maharashtra,MAIZE,Sangamner,Ahmadnagar,2015-04-01,False,False,False,True,Kharif Crops,1325.0,False,77.0,5.811320754716981
Sangamner,Pigeon Pea (Tur),2016,April,47,7000,7000,7000,2016-04,Ahmadnagar,Maharashtra,PIGEON PEA (TUR),Sangamner,Ahmadnagar,2016-04-01,False,False,False,True,Kharif Crops,4625.0,False,2375.0,51.35135135135135
Shevgaon,Bajri,2015,April,216,1219,1325,1267,2015-04,Ahmadnagar,Maharashtra,BAJRI,Shevgaon,Ahmadnagar,2015-04-01,False,False,False,True,Kharif Crops,1275.0,True,-8.0,-0.6274509803921569
Shevgaon,Bajri,2016,April,508,1556,1832,1832,2016-04,Ahmadnagar,Maharashtra,BAJRI,Shevgaon,Ahmadnagar,2016-04-01,False,False,False,True,Kharif Crops,1330.0,False,502.0,37.74436090225564
Shevgaon,Wheat(Husked),2015,April,1472,1280,1631,1549,2015-04,Ahmadnagar,Maharashtra,WHEAT(HUSKED),Shevgaon,Ahmadnagar,2015-04-01,False,False,False,True,Rabi Crops,1525.0,False,24.0,1.5737704918032787
Shevgaon,Wheat(Husked),2016,April,606,1597,1764,1764,2016-04,Ahmadnagar,Maharashtra,WHEAT(HUSKED),Shevgaon,Ahmadnagar,2016-04-01,False,False,False,True,Rabi Crops,,False,,
Shevgaon,Sorgum(Jawar),2015,April,1928,1262,1518,1439,2015-04,Ahmadnagar,Maharashtra,SORGUM(JAWAR),Shevgaon,Ahmadnagar,2015-04-01,False,False,False,True,Kharif Crops,1590.0,True,-151.0,-9.49685534591195
Shevgaon,Sorgum(Jawar),2016,April,3194,1741,2033,2033,2016-04,Ahmadnagar,Maharashtra,SORGUM(JAWAR),Shevgaon,Ahmadnagar,2016-04-01,False,False,False,True,Kharif Crops,1650.0,False,383.0,23.21212121212121
Shevgaon,Pigeon Pea (Tur),2016,April,13,8200,8200,8200,2016-04,Ahmadnagar,Maharashtra,PIGEON PEA (TUR),Shevgaon,Ahmadnagar,2016-04-01,False,False,False,True,Kharif Crops,4625.0,False,3575.0,77.29729729729729
Shevgaon-Bodhegaon,Bajri,2015,April,887,1087,1225,1156,2015-04,Ahmadnagar,Maharashtra,BAJRI,Shevgaon-Bodhegaon,Ahmadnagar,2015-04-01,False,False,False,True,Kharif Crops,1275.0,True,-119.0,-9.333333333333334
Shevgaon-Bodhegaon,Bajri,2016,April,564,1520,1704,1704,2016-04,Ahmadnagar,Maharashtra,BAJRI,Shevgaon-Bodhegaon,Ahmadnagar,2016-04-01,False,False,False,True,Kharif Crops,1330.0,False,374.0,28.1203007518797
Shevgaon-Bodhegaon,Wheat(Husked),2015,April,700,1536,1666,1573,2015-04,Ahmadnagar,Maharashtra,WHEAT(HUSKED),Shevgaon-Bodhegaon,Ahmadnagar,2015-04-01,False,False,False,True,Rabi Crops,1525.0,False,48.0,3.1475409836065573
Shevgaon-Bodhegaon,Wheat(Husked),2016,April,113,1783,1908,1908,2016-04,Ahmadnagar,Maharashtra,WHEAT(HUSKED),Shevgaon-Bodhegaon,Ahmadnagar,2016-04-01,False,False,False,True,Rabi Crops,,False,,
Shevgaon-Bodhegaon,Sorgum(Jawar),2015,April,3503,1382,1501,1439,2015-04,Ahmadnagar,Maharashtra,SORGUM(JAWAR),Shevgaon-Bodhegaon,Ahmadnagar,2015-04-01,False,False,False,True,Kharif Crops,1590.0,True,-151.0,-9.49685534591195
Shevgaon-Bodhegaon,Sorgum(Jawar),2016,April,2467,1670,1966,1966,2016-04,Ahmadnagar,Maharashtra,SORGUM(JAWAR),Shevgaon-Bodhegaon,Ahmadnagar,2016-04-01,False,False,False,True,Kharif Crops,1650.0,False,316.0,19.151515151515152
Shevgaon-Bodhegaon,Pigeon Pea (Tur),2015,April,97,4934,5049,4947,2015-04,Ahmadnagar,Maharashtra,PIGEON PEA (TUR),Shevgaon-Bodhegaon,Ahmadnagar,2015-04-01,False,False,False,True,Kharif Crops,4425.0,False,522.0,11.796610169491526
Shevgaon-Bodhegaon,Pigeon Pea (Tur),2016,April,17,8360,8560,8560,2016-04,Ahmadnagar,Maharashtra,PIGEON PEA (TUR),Shevgaon-Bodhegaon,Ahmadnagar,2016-04-01,False,False,False,True,Kharif Crops,4625.0,False,3935.0,85.08108108108108
Shrirampur,Bajri,2015,April,270,1212,1429,1326,2015-04,Ahmadnagar,Maharashtra,BAJRI,Shrirampur,Ahmadnagar,2015-04-01,False,False,False,True,Kharif Crops,1275.0,False,51.0,4.0
Shrirampur,Bajri,2016,April,37,1709,1816,1795,2016-04,Ahmadnagar,Maharashtra,BAJRI,Shrirampur,Ahmadnagar,2016-04-01,False,False,False,True,Kharif Crops,1330.0,False,465.0,34.962406015037594
Shrirampur,Wheat(Husked),2015,April,5509,1370,1926,1778,2015-04,Ahmadnagar,Maharashtra,WHEAT(HUSKED),Shrirampur,Ahmadnagar,2015-04-01,False,False,False,True,Rabi Crops,1525.0,False,253.0,16.59016393442623
Shrirampur,Wheat(Husked),2016,April,817,1513,2015,1852,2016-04,Ahmadnagar,Maharashtra,WHEAT(HUSKED),Shrirampur,Ahmadnagar,2016-04-01,False,False,False,True,Rabi Crops,,False,,
Shrirampur,Sorgum(Jawar),2015,April,1221,1390,1840,1667,2015-04,Ahmadnagar,Maharashtra,SORGUM(JAWAR),Shrirampur,Ahmadnagar,2015-04-01,False,False,False,True,Kharif Crops,1590.0,False,77.0,4.8427672955974845
Shrirampur,Sorgum(Jawar),2016,April,1120,1553,1897,1779,2016-04,Ahmadnagar,Maharashtra,SORGUM(JAWAR),Shrirampur,Ahmadnagar,2016-04-01,False,False,False,True,Kharif Crops,1650.0,False,129.0,7.818181818181818
Shrirampur,Maize,2015,April,323,1122,1209,1168,2015-04,Ahmadnagar,Maharashtra,MAIZE,Shrirampur,Ahmadnagar,2015-04-01,False,False,False,True,Kharif Crops,1325.0,True,-157.0,-11.849056603773585
Shrirampur,Maize,2016,April,119,1305,1415,1373,2016-04,Ahmadnagar,Maharashtra,MAIZE,Shrirampur,Ahmadnagar,2016-04-01,False,False,False,True,Kharif Crops,1365.0,False,8.0,0.5860805860805861
Shrirampur,Pigeon Pea (Tur),2015,April,10,3995,4145,4059,2015-04,Ahmadnagar,Maharashtra,PIGEON PEA (TUR),Shrirampur,Ahmadnagar,2015-04-01,False,False,False,True,Kharif Crops,4425.0,True,-366.0,-8.271186440677965
Shrirampur,Pigeon Pea (Tur),2016,April,8,6588,7113,6813,2016-04,Ahmadnagar,Maharashtra,PIGEON PEA (TUR),Shrirampur,Ahmadnagar,2016-04-01,False,False,False,True,Kharif Crops,4625.0,False,2188.0,47.30810810810811
Shrirampur,Safflower,2015,April,1,2401,2401,2401,2015-04,Ahmadnagar,Maharashtra,SAFFLOWER,Shrirampur,Ahmadnagar,2015-04-01,False,False,False,True,Rabi Crops,3300.0,True,-899.0,-27.24242424242424
Shrirampur,Mustard,2015,April,8,3197,3308,3247,2015-04,Ahmadnagar,Maharashtra,MUSTARD,Shrirampur,Ahmadnagar,2015-04-01,False,False,False,True,Rabi Crops,3350.0,True,-103.0,-3.074626865671642
Shrirampur-Belapur,Wheat(Husked),2016,April,205,1505,1575,1540,2016-04,Ahmadnagar,Maharashtra,WHEAT(HUSKED),Shrirampur-Belapur,Ahmadnagar,2016-04-01,False,False,False,True,Rabi Crops,,False,,
Shrirampur-Belapur,Sorgum(Jawar),2016,April,29,1567,1633,1600,2016-04,Ahmadnagar,Maharashtra,SORGUM(JAWAR),Shrirampur-Belapur,Ahmadnagar,2016-04-01,False,False,False,True,Kharif Crops,1650.0,True,-50.0,-3.0303030303030303
Ahmednagar,Bajri,2015,August,24,1615,1615,1615,2015-08,Ahmadnagar,Maharashtra,BAJRI,Ahmednagar,Ahmadnagar,2015-08-01,False,False,False,True,Kharif Crops,1275.0,False,340.0,26.666666666666668
Ahmednagar,Bajri,2016,August,24,1733,1767,1757,2016-08,Ahmadnagar,Maharashtra,BAJRI,Ahmednagar,Ahmadnagar,2016-08-01,False,False,False,True,Kharif Crops,1330.0,False,427.0,32.10526315789474
Ahmednagar,Wheat(Husked),2015,August,100,1537,1672,1600,2015-08,Ahmadnagar,Maharashtra,WHEAT(HUSKED),Ahmednagar,Ahmadnagar,2015-08-01,False,False,False,True,Rabi Crops,1525.0,False,75.0,4.918032786885246
Ahmednagar,Wheat(Husked),2016,August,67,1747,1845,1813,2016-08,Ahmadnagar,Maharashtra,WHEAT(HUSKED),Ahmednagar,Ahmadnagar,2016-08-01,False,False,False,True,Rabi Crops,,False,,
Ahmednagar,Sorgum(Jawar),2015,August,806,1625,2129,1915,2015-08,Ahmadnagar,Maharashtra,SORGUM(JAWAR),Ahmednagar,Ahmadnagar,2015-08-01,False,False,False,True,Kharif Crops,1590.0,False,325.0,20.440251572327046
Ahmednagar,Sorgum(Jawar),2016,August,869,1659,1965,1822,2016-08,Ahmadnagar,Maharashtra,SORGUM(JAWAR),Ahmednagar,Ahmadnagar,2016-08-01,False,False,False,True,Kharif Crops,1650.0,False,172.0,10.424242424242426
